Synonym,Standard Term,Term Id,Synonyms Type
sapodilla,Manilkara zapota,NCBITaxon_3741,Exact Synonym
chicle,Manilkara zapota,NCBITaxon_3741,Exact Synonym
sweet berry,Synsepalum dulcificum,NCBITaxon_3743,Exact Synonym
miracle fruit,Synsepalum dulcificum,NCBITaxon_3743,Exact Synonym
rose family,Rosaceae,NCBITaxon_3745,Exact Synonym
strawberry,Fragaria x ananassa,NCBITaxon_3747,Exact Synonym
chapote,Diospyros texana,NCBITaxon_37488,Exact Synonym
cultivated apple,Malus domestica,NCBITaxon_3750,Exact Synonym
apple tree,Malus domestica,NCBITaxon_3750,Exact Synonym
apple,Malus domestica,NCBITaxon_3750,Exact Synonym
sweet almond,Prunus dulcis,NCBITaxon_3755,Exact Synonym
almond,Prunus dulcis,NCBITaxon_3755,Exact Synonym
plum,Prunus domestica,NCBITaxon_3758,Exact Synonym
peach,Prunus persica,NCBITaxon_3760,Exact Synonym
mud oyster,Ostrea edulis,NCBITaxon_37623,Exact Synonym
edible oyster,Ostrea edulis,NCBITaxon_37623,Exact Synonym
European flat oyster,Ostrea edulis,NCBITaxon_37623,Exact Synonym
Colchester native oyster,Ostrea edulis,NCBITaxon_37623,Exact Synonym
grapefruit,Citrus x paradisi,NCBITaxon_37656,Exact Synonym
pears,Pyrus,NCBITaxon_3766,Exact Synonym
narrownose smooth-hound,Mustelus schmitti,NCBITaxon_376657,Exact Synonym
sha li,Pyrus pyrifolia,NCBITaxon_3767,Exact Synonym
trifoliate orange,Citrus trifoliata,NCBITaxon_37690,Exact Synonym
hardy orange,Citrus trifoliata,NCBITaxon_37690,Exact Synonym
earthnut,Bunium bulbocastanum,NCBITaxon_377473,Exact Synonym
black zira,Bunium bulbocastanum,NCBITaxon_377473,Exact Synonym
stonecrop family,Crassulaceae,NCBITaxon_3781,Exact Synonym
goose barnacles,Lepadidae,NCBITaxon_38010,Exact Synonym
pea family,Fabaceae,NCBITaxon_3803,Exact Synonym
maize,Zea mays subsp. mays,NCBITaxon_381124,Exact Synonym
corn,Zea mays subsp. mays,NCBITaxon_381124,Exact Synonym
Indian corn,Zea mays subsp. mays,NCBITaxon_381124,Exact Synonym
Gulf stone crab,Menippe adina,NCBITaxon_38149,Exact Synonym
Java barb,Barbonymus gonionotus,NCBITaxon_381606,Exact Synonym
peanut,Arachis hypogaea,NCBITaxon_3818,Exact Synonym
ground-nut,Arachis hypogaea,NCBITaxon_3818,Exact Synonym
goober,Arachis hypogaea,NCBITaxon_3818,Exact Synonym
jack bean,Canavalia ensiformis,NCBITaxon_3823,Exact Synonym
horse bean,Canavalia ensiformis,NCBITaxon_3823,Exact Synonym
sword bean,Canavalia gladiata,NCBITaxon_3824,Exact Synonym
Japanese jack bean,Canavalia gladiata,NCBITaxon_3824,Exact Synonym
garbanzo,Cicer arietinum,NCBITaxon_3827,Exact Synonym
chickpea,Cicer arietinum,NCBITaxon_3827,Exact Synonym
guar,Cyamopsis tetragonoloba,NCBITaxon_3832,Exact Synonym
cluster bean,Cyamopsis tetragonoloba,NCBITaxon_3832,Exact Synonym
island mackerel,Rastrelliger faughni,NCBITaxon_384378,Exact Synonym
Chinese seerfish,Scomberomorus sinensis,NCBITaxon_384382,Exact Synonym
soybeans,Glycine max,NCBITaxon_3847,Exact Synonym
soybean,Glycine max,NCBITaxon_3847,Exact Synonym
common bream,Abramis brama,NCBITaxon_38527,Exact Synonym
bream,Abramis brama,NCBITaxon_38527,Exact Synonym
sweet pea,Lathyrus odoratus,NCBITaxon_3859,Exact Synonym
white pea,Lathyrus sativus,NCBITaxon_3860,Exact Synonym
chickling vetch,Lathyrus sativus,NCBITaxon_3860,Exact Synonym
Chinese alligator,Alligator sinensis,NCBITaxon_38654,Exact Synonym
thorny skate,Amblyraja radiata,NCBITaxon_386614,Exact Synonym
winged pea,Lotus tetragonolobus,NCBITaxon_3868,Exact Synonym
mosochiku,Phyllostachys edulis,NCBITaxon_38705,Exact Synonym
moso bamboo,Phyllostachys edulis,NCBITaxon_38705,Exact Synonym
mhousou,Phyllostachys edulis,NCBITaxon_38705,Exact Synonym
kikko-chiku,Phyllostachys edulis,NCBITaxon_38705,Exact Synonym
lima bean,Phaseolus lunatus,NCBITaxon_3884,Exact Synonym
string bean,Phaseolus vulgaris,NCBITaxon_3885,Exact Synonym
kidney bean,Phaseolus vulgaris,NCBITaxon_3885,Exact Synonym
French bean,Phaseolus vulgaris,NCBITaxon_3885,Exact Synonym
yellow gentian,Gentiana lutea,NCBITaxon_38851,Exact Synonym
scarlet runner bean,Phaseolus coccineus,NCBITaxon_3886,Exact Synonym
pineapple mint,Mentha suaveolens,NCBITaxon_38860,Exact Synonym
applemint,Mentha suaveolens,NCBITaxon_38860,Exact Synonym
garden sage,Salvia officinalis,NCBITaxon_38868,Exact Synonym
clary,Salvia sclarea,NCBITaxon_38869,Exact Synonym
manna ash,Fraxinus ornus,NCBITaxon_38874,Exact Synonym
flowering ash,Fraxinus ornus,NCBITaxon_38874,Exact Synonym
peas,Pisum sativum,NCBITaxon_3888,Exact Synonym
pea,Pisum sativum,NCBITaxon_3888,Exact Synonym
garden pea,Pisum sativum,NCBITaxon_3888,Exact Synonym
winged beans,Psophocarpus tetragonolobus,NCBITaxon_3891,Exact Synonym
winged bean,Psophocarpus tetragonolobus,NCBITaxon_3891,Exact Synonym
asparagus pea,Psophocarpus tetragonolobus,NCBITaxon_3891,Exact Synonym
asparagus bean,Psophocarpus tetragonolobus,NCBITaxon_3891,Exact Synonym
Goa bean,Psophocarpus tetragonolobus,NCBITaxon_3891,Exact Synonym
fava bean,Vicia faba,NCBITaxon_3906,Exact Synonym
faba bean,Vicia faba,NCBITaxon_3906,Exact Synonym
broad bean,Vicia faba,NCBITaxon_3906,Exact Synonym
tare,Vicia sativa,NCBITaxon_3908,Exact Synonym
spring vetch,Vicia sativa,NCBITaxon_3908,Exact Synonym
harp seal,Phoca groenlandica,NCBITaxon_39089,Exact Synonym
spotted seal,Phoca largha,NCBITaxon_39090,Exact Synonym
azuki bean,Vigna angularis,NCBITaxon_3914,Exact Synonym
adzuki bean,Vigna angularis,NCBITaxon_3914,Exact Synonym
urd-bean,Vigna mungo,NCBITaxon_3915,Exact Synonym
urad dal,Vigna mungo,NCBITaxon_3915,Exact Synonym
black gram,Vigna mungo,NCBITaxon_3915,Exact Synonym
cowpea,Vigna unguiculata,NCBITaxon_3917,Exact Synonym
wild bergamots,Monarda <angiosperm>,NCBITaxon_39171,Exact Synonym
horsemints,Monarda <angiosperm>,NCBITaxon_39171,Exact Synonym
Monarda,Monarda <angiosperm>,NCBITaxon_39171,Exact Synonym
basils,Ocimum,NCBITaxon_39173,Exact Synonym
oreganos,Origanum,NCBITaxon_39174,Exact Synonym
marjorams,Origanum,NCBITaxon_39174,Exact Synonym
moth-bean,Vigna aconitifolia,NCBITaxon_3918,Exact Synonym
mulleins,Verbascum,NCBITaxon_39257,Exact Synonym
guarana,Paullinia cupana,NCBITaxon_392747,Exact Synonym
loosestrife family,Lythraceae,NCBITaxon_3928,Exact Synonym
giant swamp taro,Cyrtosperma merkusii,NCBITaxon_39292,Exact Synonym
bearded seal,Erignathus barbatus,NCBITaxon_39304,Exact Synonym
myrtle family,Myrtaceae,NCBITaxon_3931,Exact Synonym
sweet balm,Melissa officinalis,NCBITaxon_39338,Exact Synonym
common balm,Melissa officinalis,NCBITaxon_39338,Exact Synonym
evening-primrose family,Onagraceae,NCBITaxon_3934,Exact Synonym
sweet basil,Ocimum basilicum,NCBITaxon_39350,Exact Synonym
basil,Ocimum basilicum,NCBITaxon_39350,Exact Synonym
oregano,Origanum vulgare,NCBITaxon_39352,Exact Synonym
Jonah crab,Cancer borealis,NCBITaxon_39395,Exact Synonym
ribgrass,Plantago lanceolata,NCBITaxon_39414,Exact Synonym
narrow-leaved plantain,Plantago lanceolata,NCBITaxon_39414,Exact Synonym
Acadian redfish,Sebastes fasciatus,NCBITaxon_394691,Exact Synonym
Norway redfish,Sebastes viviparus,NCBITaxon_394708,Exact Synonym
Indian almond family,Combretaceae,NCBITaxon_3954,Exact Synonym
sandlewood family,Santalaceae,NCBITaxon_3958,Exact Synonym
showy mistletoe family,Loranthaceae,NCBITaxon_3963,Exact Synonym
catkin mistletoe family,Loranthaceae,NCBITaxon_3963,Exact Synonym
humpback red snapper,Lutjanus gibbus,NCBITaxon_396786,Exact Synonym
five-lined snapper,Lutjanus quinquelineatus,NCBITaxon_396789,Exact Synonym
Laulao catfish,Brachyplatystoma vaillantii,NCBITaxon_396893,Exact Synonym
spurge family,Euphorbiaceae,NCBITaxon_3977,Exact Synonym
castor bean,Ricinus communis,NCBITaxon_3988,Exact Synonym
jojoba,Simmondsia chinensis,NCBITaxon_3999,Exact Synonym
goatnut,Simmondsia chinensis,NCBITaxon_3999,Exact Synonym
tropical almond,Terminalia catappa,NCBITaxon_39993,Exact Synonym
myrobalan,Terminalia catappa,NCBITaxon_39993,Exact Synonym
kamani,Terminalia catappa,NCBITaxon_39993,Exact Synonym
badam,Terminalia catappa,NCBITaxon_39993,Exact Synonym
Indian almond,Terminalia catappa,NCBITaxon_39993,Exact Synonym
red mangrove family,Rhizophoraceae,NCBITaxon_40029,Exact Synonym
flax family,Linaceae,NCBITaxon_4004,Exact Synonym
flax,Linum usitatissimum,NCBITaxon_4006,Exact Synonym
sumac family,Anacardiaceae,NCBITaxon_4011,Exact Synonym
wedge shells,Donacidae,NCBITaxon_40128,Exact Synonym
frankincense family,Burseraceae,NCBITaxon_4014,Exact Synonym
narwhal,Monodon monoceros,NCBITaxon_40151,Exact Synonym
nasturtium family,Tropaeolaceae,NCBITaxon_4018,Exact Synonym
nasturtium,Tropaeolum majus,NCBITaxon_4020,Exact Synonym
horsemussels,Modiolus,NCBITaxon_40255,Exact Synonym
northern horsemussel,Modiolus modiolus,NCBITaxon_40256,Exact Synonym
geranium family,Geraniaceae,NCBITaxon_4027,Exact Synonym
wood-sorrel family,Oxalidaceae,NCBITaxon_4033,Exact Synonym
carrot family,Apiaceae,NCBITaxon_4037,Exact Synonym
carrots,Daucus carota,NCBITaxon_4039,Exact Synonym
carrot,Daucus carota,NCBITaxon_4039,Exact Synonym
Queen Anne's lace,Daucus carota,NCBITaxon_4039,Exact Synonym
mutton snapper,Lutjanus analis,NCBITaxon_40495,Exact Synonym
ginseng family,Araliaceae,NCBITaxon_4050,Exact Synonym
silk snapper,Lutjanus vivanus,NCBITaxon_40500,Exact Synonym
grey snapper,Lutjanus griseus,NCBITaxon_40503,Exact Synonym
blackfin snapper,Lutjanus buccanella,NCBITaxon_40504,Exact Synonym
red snapper,Lutjanus campechanus,NCBITaxon_40505,Exact Synonym
northern red snapper,Lutjanus campechanus,NCBITaxon_40505,Exact Synonym
queen snapper,Etelis oculatus,NCBITaxon_40509,Exact Synonym
Chinese ginseng,Panax ginseng,NCBITaxon_4054,Exact Synonym
ginseng,Panax ginseng,NCBITaxon_4054,Exact Synonym
ren seng,Panax ginseng,NCBITaxon_4054,Exact Synonym
insam,Panax ginseng,NCBITaxon_4054,Exact Synonym
Asiatic ginseng,Panax ginseng,NCBITaxon_4054,Exact Synonym
jins?o,Panax ginseng,NCBITaxon_4054,Exact Synonym
hong shen,Panax ginseng,NCBITaxon_4054,Exact Synonym
Korean ginseng,Panax ginseng,NCBITaxon_4054,Exact Synonym
sansam,Panax ginseng,NCBITaxon_4054,Exact Synonym
ninjin,Panax ginseng,NCBITaxon_4054,Exact Synonym
dogbane family,Apocynaceae,NCBITaxon_4056,Exact Synonym
mammals,Mammalia,NCBITaxon_40674,Exact Synonym
nightshade family,Solanaceae,NCBITaxon_4070,Exact Synonym
peppers,Capsicum,NCBITaxon_4071,Exact Synonym
tomato,Solanum lycopersicum,NCBITaxon_4081,Exact Synonym
barbel,Barbus barbus,NCBITaxon_40830,Exact Synonym
shepherd's needle,Scandix pecten-veneris,NCBITaxon_40909,Exact Synonym
Venus's comb,Scandix pecten-veneris,NCBITaxon_40909,Exact Synonym
wild parsnip,Angelica archangelica,NCBITaxon_40949,Exact Synonym
burnet saxifrage,Pimpinella saxifraga,NCBITaxon_40959,Exact Synonym
Polyphaga,Polyphaga <Coleoptera>,NCBITaxon_41084,Exact Synonym
black nightshade,Solanum nigrum,NCBITaxon_4112,Exact Synonym
potatoes,Solanum tuberosum,NCBITaxon_4113,Exact Synonym
potato,Solanum tuberosum,NCBITaxon_4113,Exact Synonym
broad-striped anchovy,Anchoa hepsetus,NCBITaxon_411572,Exact Synonym
morning-glory family,Convolvulaceae,NCBITaxon_4118,Exact Synonym
sweet potato,Ipomoea batatas,NCBITaxon_4120,Exact Synonym
batate,Ipomoea batatas,NCBITaxon_4120,Exact Synonym
snow crab,Chionoecetes opilio,NCBITaxon_41210,Exact Synonym
sour dock,Rumex acetosa,NCBITaxon_41241,Exact Synonym
garden sorrel,Rumex acetosa,NCBITaxon_41241,Exact Synonym
mint family,Lamiaceae,NCBITaxon_4136,Exact Synonym
olive famly,Oleaceae,NCBITaxon_4144,Exact Synonym
greater amberjack,Seriola dumerili,NCBITaxon_41447,Exact Synonym
pussy-toes,Antennaria <angniosperm>,NCBITaxon_41475,Exact Synonym
cat's-ears,Antennaria <angniosperm>,NCBITaxon_41475,Exact Synonym
Antennaria,Antennaria <angniosperm>,NCBITaxon_41475,Exact Synonym
figwort family,Scrophulariaceae,NCBITaxon_4149,Exact Synonym
English daisy,Bellis perennis,NCBITaxon_41492,Exact Synonym
pot marigold,Calendula officinalis,NCBITaxon_41496,Exact Synonym
common marigold,Calendula officinalis,NCBITaxon_41496,Exact Synonym
blue bottle,Centaurea cyanus,NCBITaxon_41522,Exact Synonym
bachelor's-button,Centaurea cyanus,NCBITaxon_41522,Exact Synonym
Australian finger-lime,Citrus australasica,NCBITaxon_416196,Exact Synonym
barberry family,Berberidaceae,NCBITaxon_41773,Exact Synonym
sesame family,Pedaliaceae,NCBITaxon_4180,Exact Synonym
clearhead icefish,Protosalanx hyalocranius,NCBITaxon_418454,Exact Synonym
honeysuckle famly,Caprifoliaceae,NCBITaxon_4200,Exact Synonym
European elder,Sambucus nigra,NCBITaxon_4202,Exact Synonym
maiden's-tears,Silene vulgaris,NCBITaxon_42043,Exact Synonym
bladder campion,Silene vulgaris,NCBITaxon_42043,Exact Synonym
bottlenosed skate,Rostroraja alba,NCBITaxon_420456,Exact Synonym
Dipturus batis 1 SPI-2007,Dipturus batis,NCBITaxon_420460,Exact Synonym
grey skate,Dipturus batis,NCBITaxon_420460,Exact Synonym
blue grey skate,Dipturus batis,NCBITaxon_420460,Exact Synonym
flapper skate,Dipturus batis,NCBITaxon_420460,Exact Synonym
common skate,Dipturus batis,NCBITaxon_420460,Exact Synonym
blue skate,Dipturus batis,NCBITaxon_420460,Exact Synonym
gray skate,Dipturus batis,NCBITaxon_420460,Exact Synonym
daisy family,Asteraceae,NCBITaxon_4210,Exact Synonym
temperate basses,Moronidae,NCBITaxon_42148,Exact Synonym
great burdock,Arctium lappa,NCBITaxon_4217,Exact Synonym
mugwort,Artemisia vulgaris,NCBITaxon_4220,Exact Synonym
common wormwood,Artemisia vulgaris,NCBITaxon_4220,Exact Synonym
witch-hazel family,Hamamelidaceae,NCBITaxon_42216,Exact Synonym
dogwood family,Cornaceae,NCBITaxon_42219,Exact Synonym
safflower,Carthamus tinctorius,NCBITaxon_4222,Exact Synonym
sunflowers,Helianthus,NCBITaxon_4231,Exact Synonym
common sunflower,Helianthus annuus,NCBITaxon_4232,Exact Synonym
Jerusalem artichoke,Helianthus tuberosus,NCBITaxon_4233,Exact Synonym
Adriatic sturgeon,Acipenser naccarii,NCBITaxon_42330,Exact Synonym
sticktight,Bidens pilosa,NCBITaxon_42337,Exact Synonym
cuckold,Bidens pilosa,NCBITaxon_42337,Exact Synonym
bur-marigold,Bidens pilosa,NCBITaxon_42337,Exact Synonym
beggar-ticks,Bidens pilosa,NCBITaxon_42337,Exact Synonym
date palm,Phoenix dactylifera,NCBITaxon_42345,Exact Synonym
garden lettuce,Lactuca sativa,NCBITaxon_4236,Exact Synonym
cultivated lettuce,Lactuca sativa,NCBITaxon_4236,Exact Synonym
tambaqui,Colossoma macropomum,NCBITaxon_42526,Exact Synonym
black pacu,Colossoma macropomum,NCBITaxon_42526,Exact Synonym
pacu,Piaractus mesopotamicus,NCBITaxon_42528,Exact Synonym
pirapitinga,Piaractus brachypomus,NCBITaxon_42529,Exact Synonym
northern wolffish,Anarhichas denticulatus,NCBITaxon_425520,Exact Synonym
grey gurnard,Eutrigla gurnardus,NCBITaxon_426098,Exact Synonym
liza mullet,Mugil liza,NCBITaxon_426484,Exact Synonym
wild artichoke,Cynara cardunculus,NCBITaxon_4265,Exact Synonym
cardoon,Cynara cardunculus,NCBITaxon_4265,Exact Synonym
Barbados cherry family,Malpighiaceae,NCBITaxon_4268,Exact Synonym
golden-spoon,Byrsonima crassifolia,NCBITaxon_4270,Exact Synonym
indano,Byrsonima crassifolia,NCBITaxon_4270,Exact Synonym
craboo,Byrsonima crassifolia,NCBITaxon_4270,Exact Synonym
nance,Byrsonima crassifolia,NCBITaxon_4270,Exact Synonym
murici,Byrsonima crassifolia,NCBITaxon_4270,Exact Synonym
yoco,Byrsonima crassifolia,NCBITaxon_4270,Exact Synonym
arrowtooth flounder,Atheresthes stomias,NCBITaxon_428034,Exact Synonym
cornelian cherry,Cornus mas,NCBITaxon_4285,Exact Synonym
Japanese anchovy,Engraulis japonicus,NCBITaxon_42892,Exact Synonym
English holly,Ilex aquifolium,NCBITaxon_4298,Exact Synonym
royal flagfin,Aulopus filamentosus,NCBITaxon_430081,Exact Synonym
bittersweet family,Celastraceae,NCBITaxon_4305,Exact Synonym
anchovies,Engraulidae,NCBITaxon_43062,Exact Synonym
common toadflax,Linaria vulgaris,NCBITaxon_43171,Exact Synonym
Salacia,Salacia <angiosperm>,NCBITaxon_4319,Exact Synonym
protea family,Proteaceae,NCBITaxon_4328,Exact Synonym
primrose family,Primulaceae,NCBITaxon_4335,Exact Synonym
horse chestnuts,Aesculus,NCBITaxon_43363,Exact Synonym
buckeyes,Aesculus,NCBITaxon_43363,Exact Synonym
common horse chestnut,Aesculus hippocastanum,NCBITaxon_43364,Exact Synonym
European horse chestnut,Aesculus hippocastanum,NCBITaxon_43364,Exact Synonym
heath family,Ericaceae,NCBITaxon_4345,Exact Synonym
Bombay-duck,Harpadon nehereus,NCBITaxon_435155,Exact Synonym
Bombay duck fish,Harpadon nehereus,NCBITaxon_435155,Exact Synonym
Bombay duck,Harpadon nehereus,NCBITaxon_435155,Exact Synonym
awl tree,Morinda citrifolia,NCBITaxon_43522,Exact Synonym
Indian mulberry,Morinda citrifolia,NCBITaxon_43522,Exact Synonym
black pomfret,Parastromateus niger,NCBITaxon_435272,Exact Synonym
Indian threadfish,Alectis indica,NCBITaxon_436001,Exact Synonym
Canarium,Canarium <angiosperm>,NCBITaxon_43690,Exact Synonym
swamp eels,Synbranchidae,NCBITaxon_43698,Exact Synonym
rice field eels,Synbranchidae,NCBITaxon_43698,Exact Synonym
swamp eel,Monopterus albus,NCBITaxon_43700,Exact Synonym
rice-field eel,Monopterus albus,NCBITaxon_43700,Exact Synonym
mahogany family,Meliaceae,NCBITaxon_43707,Exact Synonym
quassia,Quassia amara,NCBITaxon_43725,Exact Synonym
Polynesian-plum,Spondias dulcis,NCBITaxon_43861,Exact Synonym
yellow plum,Spondias dulcis,NCBITaxon_43861,Exact Synonym
golden-apple,Spondias dulcis,NCBITaxon_43861,Exact Synonym
ambarella,Spondias dulcis,NCBITaxon_43861,Exact Synonym
wi-tree,Spondias dulcis,NCBITaxon_43861,Exact Synonym
Otaheite-apple,Spondias dulcis,NCBITaxon_43861,Exact Synonym
creosote-bush family,Zygophyllaceae,NCBITaxon_43873,Exact Synonym
water-lily family,Nymphaeaceae,NCBITaxon_4410,Exact Synonym
water-lilies,Nymphaea,NCBITaxon_4418,Exact Synonym
lotus family,Nelumbonaceae,NCBITaxon_4429,Exact Synonym
sacred lotus,Nelumbo nucifera,NCBITaxon_4432,Exact Synonym
padma,Nelumbo nucifera,NCBITaxon_4432,Exact Synonym
Indian lotus,Nelumbo nucifera,NCBITaxon_4432,Exact Synonym
leadwort family,Plumbaginaceae,NCBITaxon_4437,Exact Synonym
blue cod,Parapercis colias,NCBITaxon_443710,Exact Synonym
New Zealand blue cod,Parapercis colias,NCBITaxon_443710,Exact Synonym
skipjack trevally,Pseudocaranx wrighti,NCBITaxon_443715,Exact Synonym
yellow-eye mullet,Aldrichetta forsteri,NCBITaxon_443748,Exact Synonym
Bidyan perch,Bidyanus bidyanus,NCBITaxon_443752,Exact Synonym
rock cod,Lotella rhacina,NCBITaxon_443792,Exact Synonym
red codling,Pseudophycis bachus,NCBITaxon_443806,Exact Synonym
black tea,Camellia sinensis,NCBITaxon_4442,Exact Synonym
monocotyledons,Liliopsida,NCBITaxon_4447,Exact Synonym
monocots,Liliopsida,NCBITaxon_4447,Exact Synonym
Argentine red shrim,Pleoticus muelleri,NCBITaxon_445213,Exact Synonym
crystal shrimp,Penaeus brevirostris,NCBITaxon_445221,Exact Synonym
greater lizardfish,Saurida tumbil,NCBITaxon_445361,Exact Synonym
pickhandle barracuda,Sphyraena jello,NCBITaxon_445362,Exact Synonym
arum family,Araceae,NCBITaxon_4454,Exact Synonym
pen shells,Pinnidae,NCBITaxon_44599,Exact Synonym
tochiba-ninjin,Panax japonicus,NCBITaxon_44685,Exact Synonym
satsuma-ninjin,Panax japonicus,NCBITaxon_44685,Exact Synonym
chikusetu-ninjin,Panax japonicus,NCBITaxon_44685,Exact Synonym
Japanese ginseng,Panax japonicus,NCBITaxon_44685,Exact Synonym
grass family,Poaceae,NCBITaxon_4479,Exact Synonym
oats,Avena sativa,NCBITaxon_4498,Exact Synonym
cultivated oats,Avena sativa,NCBITaxon_4498,Exact Synonym
cultivated oat,Avena sativa,NCBITaxon_4498,Exact Synonym
Job's tears,Coix lacryma-jobi,NCBITaxon_4505,Exact Synonym
finger millet,Eleusine coracana,NCBITaxon_4511,Exact Synonym
barley,Hordeum vulgare,NCBITaxon_4513,Exact Synonym
shore grape,Coccoloba uvifera,NCBITaxon_45179,Exact Synonym
platter-leaf,Coccoloba uvifera,NCBITaxon_45179,Exact Synonym
kino,Coccoloba uvifera,NCBITaxon_45179,Exact Synonym
partridgeberry,Mitchella repens,NCBITaxon_45181,Exact Synonym
pot marjoram,Origanum onites,NCBITaxon_452416,Exact Synonym
rice,Oryza sativa,NCBITaxon_4530,Exact Synonym
red rice,Oryza sativa,NCBITaxon_4530,Exact Synonym
African rice,Oryza glaberrima,NCBITaxon_4538,Exact Synonym
panicgrasses,Panicum,NCBITaxon_4539,Exact Synonym
proso millet,Panicum miliaceum,NCBITaxon_4540,Exact Synonym
common millet,Panicum miliaceum,NCBITaxon_4540,Exact Synonym
broom millet,Panicum miliaceum,NCBITaxon_4540,Exact Synonym
southern red snapper,Lutjanus purpureus,NCBITaxon_454142,Exact Synonym
Carribean red snapper,Lutjanus purpureus,NCBITaxon_454142,Exact Synonym
pearl millet,Cenchrus americanus,NCBITaxon_4543,Exact Synonym
cattail millet,Cenchrus americanus,NCBITaxon_4543,Exact Synonym
bulrush millet,Cenchrus americanus,NCBITaxon_4543,Exact Synonym
rye,Secale cereale,NCBITaxon_4550,Exact Synonym
lady's fingers,Abelmoschus esculentus,NCBITaxon_455045,Exact Synonym
gumbo,Abelmoschus esculentus,NCBITaxon_455045,Exact Synonym
quiabo,Abelmoschus esculentus,NCBITaxon_455045,Exact Synonym
lady's-fingers,Abelmoschus esculentus,NCBITaxon_455045,Exact Synonym
okra,Abelmoschus esculentus,NCBITaxon_455045,Exact Synonym
kacang bendi,Abelmoschus esculentus,NCBITaxon_455045,Exact Synonym
spotted rose snapper,Lutjanus guttatus,NCBITaxon_455479,Exact Synonym
foxtail millet,Setaria italica,NCBITaxon_4555,Exact Synonym
sorghum,Sorghum bicolor,NCBITaxon_4558,Exact Synonym
milo,Sorghum bicolor,NCBITaxon_4558,Exact Synonym
broomcorn,Sorghum bicolor,NCBITaxon_4558,Exact Synonym
pool frog,Pelophylax lessonae,NCBITaxon_45623,Exact Synonym
wheat,Triticum aestivum,NCBITaxon_4565,Exact Synonym
common wheat,Triticum aestivum,NCBITaxon_4565,Exact Synonym
bread wheat,Triticum aestivum,NCBITaxon_4565,Exact Synonym
Canadian hard winter wheat,Triticum aestivum,NCBITaxon_4565,Exact Synonym
durum wheat,Triticum turgidum subsp. durum,NCBITaxon_4567,Exact Synonym
small spelt,Triticum monococcum,NCBITaxon_4568,Exact Synonym
one-grained wheat,Triticum monococcum,NCBITaxon_4568,Exact Synonym
einkorn wheat,Triticum monococcum,NCBITaxon_4568,Exact Synonym
rivet wheat,Triticum turgidum,NCBITaxon_4571,Exact Synonym
poulard wheat,Triticum turgidum,NCBITaxon_4571,Exact Synonym
cone wheat,Triticum turgidum,NCBITaxon_4571,Exact Synonym
English wheat,Triticum turgidum,NCBITaxon_4571,Exact Synonym
maize,Zea mays,NCBITaxon_4577,Exact Synonym
bamboos,Bambusa,NCBITaxon_4581,Exact Synonym
climbing nightshade,Solanum dulcamara,NCBITaxon_45834,Exact Synonym
Argentine seabass,Acanthistius brasilianus,NCBITaxon_458545,Exact Synonym
Atlantic sabretooth anchovy,Lycengraulis grossidens,NCBITaxon_458582,Exact Synonym
parona leatherjacket,Parona signata,NCBITaxon_458596,Exact Synonym
cojinova savorin,Seriolella porosa,NCBITaxon_458610,Exact Synonym
cojinova,Seriolella porosa,NCBITaxon_458610,Exact Synonym
cojinoba del norte,Seriolella porosa,NCBITaxon_458610,Exact Synonym
cojinoba,Seriolella porosa,NCBITaxon_458610,Exact Synonym
choicy ruff,Seriolella porosa,NCBITaxon_458610,Exact Synonym
asian clam,Corbicula fluminea,NCBITaxon_45949,Exact Synonym
sedge family,Cyperaceae,NCBITaxon_4609,Exact Synonym
bromeliad family,Bromeliaceae,NCBITaxon_4613,Exact Synonym
miner's lettuce,Claytonia perfoliata,NCBITaxon_46146,Exact Synonym
Old World silversides,Atherinopsidae,NCBITaxon_461499,Exact Synonym
pineapple,Ananas comosus,NCBITaxon_4615,Exact Synonym
prayer-plant family,Marantaceae,NCBITaxon_4619,Exact Synonym
white bass,Morone chrysops,NCBITaxon_46259,Exact Synonym
white perch,Morone americana,NCBITaxon_46260,Exact Synonym
banana family,Musaceae,NCBITaxon_4637,Exact Synonym
sweet banana,Musa acuminata,NCBITaxon_4641,Exact Synonym
dwarf banana,Musa acuminata,NCBITaxon_4641,Exact Synonym
dessert bananas,Musa acuminata,NCBITaxon_4641,Exact Synonym
banana,Musa acuminata,NCBITaxon_4641,Exact Synonym
ginger family,Zingiberaceae,NCBITaxon_4642,Exact Synonym
edible-nest swiftlet,Aerodramus fuciphagus,NCBITaxon_46478,Exact Synonym
grouses,Tetraoninae,NCBITaxon_466585,Exact Synonym
amaryllis family,Amaryllidaceae,NCBITaxon_4668,Exact Synonym
yam family,Dioscoreaceae,NCBITaxon_4671,Exact Synonym
lily family,Liliaceae,NCBITaxon_4677,Exact Synonym
onion,Allium cepa,NCBITaxon_4679,Exact Synonym
leek,Allium ampeloprasum,NCBITaxon_4681,Exact Synonym
garlic,Allium sativum,NCBITaxon_4682,Exact Synonym
wild garlic,Allium ursinum,NCBITaxon_4684,Exact Synonym
ramson,Allium ursinum,NCBITaxon_4684,Exact Synonym
hickory shad,Alosa mediocris,NCBITaxon_469659,Exact Synonym
palms,Arecaceae,NCBITaxon_4710,Exact Synonym
palm family,Arecaceae,NCBITaxon_4710,Exact Synonym
goat's rue,Galega officinalis,NCBITaxon_47101,Exact Synonym
nypa palm,Nypa fruticans,NCBITaxon_4718,Exact Synonym
