Term,Expansion,
time clock,[Equipment-OR-Device-OR-ManmadeObject],
time switch,[Equipment-OR-Device-OR-ManmadeObject],
timepiece,[Equipment-OR-Device-OR-ManmadeObject],
timpani,[Equipment-OR-Device-OR-ManmadeObject],
tin opener,[Equipment-OR-Device-OR-ManmadeObject],
tin whistle,[Equipment-OR-Device-OR-ManmadeObject],
tire iron,[Equipment-OR-Device-OR-ManmadeObject],
toaster,[Equipment-OR-Device-OR-ManmadeObject],
toasting fork,[Equipment-OR-Device-OR-ManmadeObject],
tom tom,[Equipment-OR-Device-OR-ManmadeObject],
tomahawk,[Equipment-OR-Device-OR-ManmadeObject],
tommy gun,[Equipment-OR-Device-OR-ManmadeObject],
tongue depressor,[Equipment-OR-Device-OR-ManmadeObject],
topi,[Equipment-OR-Device-OR-ManmadeObject],
totalizator,[Equipment-OR-Device-OR-ManmadeObject],
touch pad,[Equipment-OR-Device-OR-ManmadeObject],
trackball,[Equipment-OR-Device-OR-ManmadeObject],
tracker ball,[Equipment-OR-Device-OR-ManmadeObject],
traffic light,[Equipment-OR-Device-OR-ManmadeObject],
trampoline,[Equipment-OR-Device-OR-ManmadeObject],
transceiver,[Equipment-OR-Device-OR-ManmadeObject],
transducer,[Equipment-OR-Device-OR-ManmadeObject],
transformer,[Equipment-OR-Device-OR-ManmadeObject],
transponder,[Equipment-OR-Device-OR-ManmadeObject],
treadle,[Equipment-OR-Device-OR-ManmadeObject],
trimmer,[Equipment-OR-Device-OR-ManmadeObject],
trombone,[Equipment-OR-Device-OR-ManmadeObject],
tuba,[Equipment-OR-Device-OR-ManmadeObject],
tubular bells,[Equipment-OR-Device-OR-ManmadeObject],
tumble dryer,[Equipment-OR-Device-OR-ManmadeObject],
tuning fork,[Equipment-OR-Device-OR-ManmadeObject],
turbine,[Equipment-OR-Device-OR-ManmadeObject],
turbocharger,[Equipment-OR-Device-OR-ManmadeObject],
TV,[Equipment-OR-Device-OR-ManmadeObject],
tweeter,[Equipment-OR-Device-OR-ManmadeObject],
tweezers,[Equipment-OR-Device-OR-ManmadeObject],
typesetter,[Equipment-OR-Device-OR-ManmadeObject],
typewriter,[Equipment-OR-Device-OR-ManmadeObject],
ukulele,[Equipment-OR-Device-OR-ManmadeObject],
uplighter,[Equipment-OR-Device-OR-ManmadeObject],
upright piano,[Equipment-OR-Device-OR-ManmadeObject],
utensil,[Equipment-OR-Device-OR-ManmadeObject],
Uzi,[Equipment-OR-Device-OR-ManmadeObject],
vacuum cleaner,[Equipment-OR-Device-OR-ManmadeObject],
varifocals,[Equipment-OR-Device-OR-ManmadeObject],
VCR,[Equipment-OR-Device-OR-ManmadeObject],
VDU,[Equipment-OR-Device-OR-ManmadeObject],
vending machine,[Equipment-OR-Device-OR-ManmadeObject],
vibraphone,[Equipment-OR-Device-OR-ManmadeObject],
vibrator,[Equipment-OR-Device-OR-ManmadeObject],
video camera,[Equipment-OR-Device-OR-ManmadeObject],
video card,[Equipment-OR-Device-OR-ManmadeObject],
video cassette recorder,[Equipment-OR-Device-OR-ManmadeObject],
videophone,[Equipment-OR-Device-OR-ManmadeObject],
viewfinder,[Equipment-OR-Device-OR-ManmadeObject],
viol,[Equipment-OR-Device-OR-ManmadeObject],
viola,[Equipment-OR-Device-OR-ManmadeObject],
violin,[Equipment-OR-Device-OR-ManmadeObject],
violoncello,[Equipment-OR-Device-OR-ManmadeObject],
vise,[Equipment-OR-Device-OR-ManmadeObject],
visual display unit,[Equipment-OR-Device-OR-ManmadeObject],
voltmeter,[Equipment-OR-Device-OR-ManmadeObject],
voting machine,[Equipment-OR-Device-OR-ManmadeObject],
walkie talkie,[Equipment-OR-Device-OR-ManmadeObject],
WAN,[Equipment-OR-Device-OR-ManmadeObject],
washer dryer,[Equipment-OR-Device-OR-ManmadeObject],
washing machine,[Equipment-OR-Device-OR-ManmadeObject],
waste disposal unit,[Equipment-OR-Device-OR-ManmadeObject],
water cannon,[Equipment-OR-Device-OR-ManmadeObject],
water clock,[Equipment-OR-Device-OR-ManmadeObject],
water fountain,[Equipment-OR-Device-OR-ManmadeObject],
water softener,[Equipment-OR-Device-OR-ManmadeObject],
wave machine,[Equipment-OR-Device-OR-ManmadeObject],
webcam,[Equipment-OR-Device-OR-ManmadeObject],
weighbridge,[Equipment-OR-Device-OR-ManmadeObject],
weighing machine,[Equipment-OR-Device-OR-ManmadeObject],
wheel clamp,[Equipment-OR-Device-OR-ManmadeObject],
whisk,[Equipment-OR-Device-OR-ManmadeObject],
white goods,[Equipment-OR-Device-OR-ManmadeObject],
white knuckle ride,[Equipment-OR-Device-OR-ManmadeObject],
wide angle lens,[Equipment-OR-Device-OR-ManmadeObject],
widget,[Equipment-OR-Device-OR-ManmadeObject],
winch,[Equipment-OR-Device-OR-ManmadeObject],
wind gauge,[Equipment-OR-Device-OR-ManmadeObject],
wind instrument,[Equipment-OR-Device-OR-ManmadeObject],
windlass,[Equipment-OR-Device-OR-ManmadeObject],
wire cutters,[Equipment-OR-Device-OR-ManmadeObject],
wire strippers,[Equipment-OR-Device-OR-ManmadeObject],
wobbleboard,[Equipment-OR-Device-OR-ManmadeObject],
wooden spoon,[Equipment-OR-Device-OR-ManmadeObject],
woodwind,[Equipment-OR-Device-OR-ManmadeObject],
woofer,[Equipment-OR-Device-OR-ManmadeObject],
word processor,[Equipment-OR-Device-OR-ManmadeObject],
workhorse,[Equipment-OR-Device-OR-ManmadeObject],
wristwatch,[Equipment-OR-Device-OR-ManmadeObject],
Wurlitzer,[Equipment-OR-Device-OR-ManmadeObject],
xylophone,[Equipment-OR-Device-OR-ManmadeObject],
zester,[Equipment-OR-Device-OR-ManmadeObject],
zither,[Equipment-OR-Device-OR-ManmadeObject],
zoom lens,[Equipment-OR-Device-OR-ManmadeObject],
airing cupboard,[Furniture],
altar,[Furniture],
apple pie bed,[Furniture],
armchair,[Furniture],
armoire,[Furniture],
bassinet,[Furniture],
bath chair,[Furniture],
bedhead,[Furniture],
bedside table,[Furniture],
bookcase,[Furniture],
camp bed,[Furniture],
card table,[Furniture],
carrycot,[Furniture],
chairlift,[Furniture],
chest of drawers,[Furniture],
coffee table,[Furniture],
couchette,[Furniture],
countertop,[Furniture],
daybed,[Furniture],
deathbed,[Furniture],
deckchair,[Furniture],
dining table,[Furniture],
director's chair,[Furniture],
dressing table,[Furniture],
easy chair,[Furniture],
file cabinet,[Furniture],
filing cabinet,[Furniture],
fitment,[Furniture],
flat pack,[Furniture],
footstool,[Furniture],
four poster bed,[Furniture],
front desk,[Furniture],
furniture,[Furniture],
fuse box,[Furniture],
gateleg table,[Furniture],
hammock,[Furniture],
head table,[Furniture],
headrest,[Furniture],
high chair,[Furniture],
high table,[Furniture],
highboy,[Furniture],
lilo,[Furniture],
locker,[Furniture],
lounger,[Furniture],
nightstand,[Furniture],
occasional table,[Furniture],
operating table,[Furniture],
ottoman,[Furniture],
pay bed,[Furniture],
phone box,[Furniture],
recliner,[Furniture],
rocking chair,[Furniture],
roll top desk,[Furniture],
secretaire,[Furniture],
settle,[Furniture],
sickbed,[Furniture],
sofa,[Furniture],
sofa bed,[Furniture],
sunlounger,[Furniture],
tabletop,[Furniture],
tallboy,[Furniture],
tea trolley,[Furniture],
teacart,[Furniture],
telephone kiosk,[Furniture],
top table,[Furniture],
trestle table,[Furniture],
two seater,[Furniture],
washstand,[Furniture],
waterbed,[Furniture],
Welsh dresser,[Furniture],
wheelchair,[Furniture],
wickerwork,[Furniture],
wing chair,[Furniture],
workbench,[Furniture],
worktop,[Furniture],
Afghan,[GeoEntity],
african,[GeoEntity],
agra,[GeoEntity],
Albanian,EthnicQuality,
Algerian,EthnicQuality,
amazona,EthnicQuality,
american,EthnicQuality,
Andorran,EthnicQuality,
Angolan,EthnicQuality,
Antiguan and Barbudan,EthnicQuality,
Antipodes,EthnicQuality,
Arcadia,EthnicQuality,
archdiocese,EthnicQuality,
Argentines,EthnicQuality,
Armenian,EthnicQuality,
Aruban,EthnicQuality,
asian,EthnicQuality,
Australasia,EthnicQuality,
Australian,EthnicQuality,
Austrian,EthnicQuality,
Azerbaijani,EthnicQuality,
badshah,EthnicQuality,
Bahamian,EthnicQuality,
Bahraini,EthnicQuality,
Balkans,EthnicQuality,
Baltic German,EthnicQuality,
Baltic Russian,EthnicQuality,
banana republic,EthnicQuality,
Bangladeshi,EthnicQuality,
Barbadian,EthnicQuality,
Basques,EthnicQuality,
Beacon Hill,EthnicQuality,
bedroom community,EthnicQuality,
Belarusian,EthnicQuality,
Belgian,EthnicQuality,
Belizean,EthnicQuality,
Beninese,EthnicQuality,
Bermudian,EthnicQuality,
Bhutanese,EthnicQuality,
Bible Belt,EthnicQuality,
Big Apple,EthnicQuality,
big smoke,EthnicQuality,
bikaneri,EthnicQuality,
Black Country,EthnicQuality,
bloc,EthnicQuality,
Bolivian,EthnicQuality,
bombay,EthnicQuality,
boom town,EthnicQuality,
borough,EthnicQuality,
Bosniaks,EthnicQuality,
Bosnian and Herzegovinian,EthnicQuality,
Botswana,EthnicQuality,
Brazilian,EthnicQuality,
breadbasket,EthnicQuality,
Bretons,EthnicQuality,
British,EthnicQuality,
British Virgin Islanders,EthnicQuality,
Bruneian,EthnicQuality,
Bulgarian,EthnicQuality,
burg,EthnicQuality,
burgh,EthnicQuality,
Burkinabés,EthnicQuality,
Burmese,EthnicQuality,
Burundian,EthnicQuality,
california,EthnicQuality,
Cambodian,EthnicQuality,
Cameroonian,EthnicQuality,
Canadian,EthnicQuality,
canton,EthnicQuality,
Cape Verdean,EthnicQuality,
cardboard city,EthnicQuality,
Catalan,EthnicQuality,
Central America,EthnicQuality,
ceylon,EthnicQuality,
Chadian,EthnicQuality,
Chilean,EthnicQuality,
Chinatown,EthnicQuality,
chinese,EthnicQuality,
city state,EthnicQuality,
client state,EthnicQuality,
clime,EthnicQuality,
Colombian,EthnicQuality,
Comorian,EthnicQuality,
Confederate States,EthnicQuality,
Congolese,EthnicQuality,
Corn Belt,EthnicQuality,
Costa Rican,EthnicQuality,
Cotton Belt,EthnicQuality,
county,EthnicQuality,
county town,EthnicQuality,
Croatian,EthnicQuality,
crown colony,EthnicQuality,
Cuban,EthnicQuality,
customs union,EthnicQuality,
Cypriots,EthnicQuality,
Czechs,EthnicQuality,
Danes,EthnicQuality,
Deep South,EthnicQuality,
diocese,EthnicQuality,
Djiboutian,EthnicQuality,
dockland,EthnicQuality,
Dominican (Commonwealth),EthnicQuality,
Dominican (Republic),EthnicQuality,
dormitory town,EthnicQuality,
dorp,EthnicQuality,
Dutch,EthnicQuality,
east indian,EthnicQuality,
East Timorese,EthnicQuality,
Ecuadorian,EthnicQuality,
Egyptian,EthnicQuality,
Emiratis,EthnicQuality,
enclave,[GeoEntity],
English,EthnicQuality,
Equatoguinean,EthnicQuality,
Eritrean,EthnicQuality,
eruv,EthnicQuality,
Estonian,EthnicQuality,
Ethiopian,EthnicQuality,
Euroland,EthnicQuality,
european,EthnicQuality,
europen,EthnicQuality,
Eurozone,EthnicQuality,
Falkland Islanders,[GeoEntity],
Far East,[GeoEntity],
Faroese,EthnicQuality,
fatherland,[GeoEntity],
Fijian,EthnicQuality,
Filipinos,EthnicQuality,
Finnish Swedish,EthnicQuality,
Finns,[GeoEntity],
First World,[GeoEntity],
French Canada,EthnicQuality,
French citizens,[GeoEntity],
Gabonese,EthnicQuality,
Gaeltacht,EthnicQuality,
Gambian,EthnicQuality,
garden city,[GeoEntity],
georgia,[GeoEntity],
Georgian,EthnicQuality,
german,EthnicQuality,
Ghanaian,EthnicQuality,
ghost town,[GeoEntity],
Gibraltarian,[GeoEntity],
Gotham,[GeoEntity],
grand duchy,[GeoEntity],
Great Britain,[GeoEntity],
Greek Macedonian,EthnicQuality,
Greeks,[GeoEntity],
Greenlanders,[GeoEntity],
Grenadian,[GeoEntity],
Gretna Green,[GeoEntity],
Guatemalan,EthnicQuality,
Guianese (French),EthnicQuality,
Guinea Bissau nationals,[GeoEntity],
Guinean,EthnicQuality,
Guyanese,EthnicQuality,
Haitian,EthnicQuality,
hamlet,[GeoEntity],
hill station,[GeoEntity],
hinterland,[GeoEntity],
Hollywood,[GeoEntity],
Home Counties,[GeoEntity],
Honduran,EthnicQuality,
Hong Kongers,[GeoEntity],
Hungarian,EthnicQuality,
I Kiribati,[GeoEntity],
Icelanders,[GeoEntity],
indian,EthnicQuality,
indo,EthnicQuality,
Indonesian,EthnicQuality,
Iranian,EthnicQuality,
Iraqis,EthnicQuality,
Irish,EthnicQuality,
Israelis,EthnicQuality,
Israelite,EthnicQuality,
italian,EthnicQuality,
Ivoirian,EthnicQuality,
Jamaican,EthnicQuality,
Japanese,EthnicQuality,
John o'Groats,EthnicQuality,EthnicQuality
Jordanian,EthnicQuality,EthnicQuality
karachi,EthnicQuality,EthnicQuality
kashmiri,EthnicQuality,EthnicQuality
Kazakhs,EthnicQuality,EthnicQuality
Kenyan,EthnicQuality,EthnicQuality
Korean,EthnicQuality,EthnicQuality
Kosovars,EthnicQuality,EthnicQuality
Kuwaitis,EthnicQuality,EthnicQuality
kwangtung,EthnicQuality,EthnicQuality
Kyrgyzs,EthnicQuality,EthnicQuality
lahori,EthnicQuality,EthnicQuality
Lake Wauberg,EthnicQuality,EthnicQuality
Land's End,EthnicQuality,EthnicQuality
lankan,EthnicQuality,EthnicQuality
Lao,EthnicQuality,EthnicQuality
Latin America,EthnicQuality,EthnicQuality
Latvian,EthnicQuality,EthnicQuality
Lebanese,EthnicQuality,EthnicQuality
Liberian,EthnicQuality,EthnicQuality
Libyan,EthnicQuality,EthnicQuality
Liechtensteiners,EthnicQuality,EthnicQuality
Lithuanian,EthnicQuality,EthnicQuality
littoral,EthnicQuality,EthnicQuality
Low Countries,EthnicQuality,EthnicQuality
Luxembourgers,EthnicQuality,EthnicQuality
Macao,EthnicQuality,EthnicQuality
Macedonian,EthnicQuality,EthnicQuality
Macedonian Bulgarian,EthnicQuality,EthnicQuality
madras,EthnicQuality,EthnicQuality
malabar,EthnicQuality,EthnicQuality
Malagasy,EthnicQuality,EthnicQuality
Malawian,EthnicQuality,EthnicQuality
Malaysian,EthnicQuality,EthnicQuality
Maldivian,EthnicQuality,EthnicQuality
Malian,EthnicQuality,EthnicQuality
Maltese,EthnicQuality,EthnicQuality
manatee spring,EthnicQuality,EthnicQuality
Manx,EthnicQuality,EthnicQuality
Marshallese,EthnicQuality,EthnicQuality
Mauritanian,EthnicQuality,EthnicQuality
Mauritian,EthnicQuality,EthnicQuality
megalopolis,EthnicQuality,EthnicQuality
metropolis,EthnicQuality,EthnicQuality
Mexican,EthnicQuality,EthnicQuality
Micronesian,EthnicQuality,EthnicQuality
Middle West,EthnicQuality,EthnicQuality
Midlands,EthnicQuality,EthnicQuality
midtown,EthnicQuality,EthnicQuality
Midwest,EthnicQuality,EthnicQuality
Moldovan,EthnicQuality,EthnicQuality
Monégasque,EthnicQuality,EthnicQuality
Mongolian,EthnicQuality,EthnicQuality
Montenegrins,EthnicQuality,EthnicQuality
Moroccan,EthnicQuality,EthnicQuality
most favoured nation,EthnicQuality,EthnicQuality
motherland,EthnicQuality,EthnicQuality
Mozambican,EthnicQuality,EthnicQuality
Namibian,EthnicQuality,EthnicQuality
Nauran,EthnicQuality,EthnicQuality
navratan,EthnicQuality,EthnicQuality
Nepalese,EthnicQuality,EthnicQuality
new town,EthnicQuality,EthnicQuality
New World,EthnicQuality,EthnicQuality
New Zealanders,EthnicQuality,EthnicQuality
Nicaraguan,EthnicQuality,EthnicQuality
Nigerian,EthnicQuality,EthnicQuality
Nigeriens,EthnicQuality,EthnicQuality
nigrican,EthnicQuality,EthnicQuality
North America,EthnicQuality,EthnicQuality
north indian,EthnicQuality,EthnicQuality
Norwegian,EthnicQuality,EthnicQuality
Oconee ,EthnicQuality,EthnicQuality
old country,EthnicQuality,EthnicQuality
Old World,EthnicQuality,EthnicQuality
Omani,EthnicQuality,EthnicQuality
one horse town,EthnicQuality,EthnicQuality
outback,EthnicQuality,EthnicQuality
outskirts,EthnicQuality,EthnicQuality
Oz,EthnicQuality,EthnicQuality
Pacific Rim,EthnicQuality,EthnicQuality
Pakistanis,EthnicQuality,EthnicQuality
Palauan,EthnicQuality,EthnicQuality
Palestinian,EthnicQuality,EthnicQuality
Panamanian,EthnicQuality,EthnicQuality
Papua New Guinean,EthnicQuality,EthnicQuality
Paraguayan,EthnicQuality,EthnicQuality
pedestrian precinct,EthnicQuality,EthnicQuality
Peoria,EthnicQuality,EthnicQuality
persian,EthnicQuality,EthnicQuality
Peruvian,EthnicQuality,EthnicQuality
Poles,EthnicQuality,EthnicQuality
police state,EthnicQuality,EthnicQuality
Portuguese,EthnicQuality,EthnicQuality
private sector,EthnicQuality,EthnicQuality
public sector,EthnicQuality,EthnicQuality
pueblo,EthnicQuality,EthnicQuality
Puerto Rican,EthnicQuality,EthnicQuality
punjab,EthnicQuality,EthnicQuality
punjabi,EthnicQuality,EthnicQuality
Qatari,EthnicQuality,EthnicQuality
Quebecers,EthnicQuality,EthnicQuality
red light district,EthnicQuality,EthnicQuality
republic,EthnicQuality,EthnicQuality
Réunionnais,EthnicQuality,EthnicQuality
Rocky Mountain States,EthnicQuality,EthnicQuality
Romanian,EthnicQuality,EthnicQuality
Russian,EthnicQuality,EthnicQuality
Rwandan,EthnicQuality,EthnicQuality
safe seat,EthnicQuality,EthnicQuality
Saint Kitts and Nevis,EthnicQuality,EthnicQuality
Saint Lucian,EthnicQuality,EthnicQuality
Salvadoran,EthnicQuality,EthnicQuality
Sammarinese,EthnicQuality,EthnicQuality
Samoan,EthnicQuality,EthnicQuality
Santa Fe ,EthnicQuality,EthnicQuality
São Tomé and Príncipe,EthnicQuality,EthnicQuality
Saudis,EthnicQuality,EthnicQuality
Scots,EthnicQuality,EthnicQuality
seaboard,EthnicQuality,EthnicQuality
seafront,EthnicQuality,EthnicQuality
seaport,EthnicQuality,EthnicQuality
Senegalese,EthnicQuality,EthnicQuality
Serbs,EthnicQuality,EthnicQuality
Seychellois,EthnicQuality,EthnicQuality
shami,EthnicQuality,EthnicQuality
shanty town,EthnicQuality,EthnicQuality
shtetl,EthnicQuality,EthnicQuality
sicilian,EthnicQuality,EthnicQuality
Sierra Leonean,EthnicQuality,EthnicQuality
Singaporean,EthnicQuality,EthnicQuality
single market,EthnicQuality,EthnicQuality
Six Counties,EthnicQuality,EthnicQuality
skid row,EthnicQuality,EthnicQuality
Slovaks,EthnicQuality,EthnicQuality
Slovenes,EthnicQuality,EthnicQuality
slum,EthnicQuality,EthnicQuality
smanatee spring,EthnicQuality,EthnicQuality
Snow Belt,EthnicQuality,EthnicQuality
Solomon Islanders,EthnicQuality,EthnicQuality
Somalilanders,EthnicQuality,EthnicQuality
Somalis,EthnicQuality,EthnicQuality
Sotho,EthnicQuality,EthnicQuality
South African,EthnicQuality,EthnicQuality
South America,EthnicQuality,EthnicQuality
South East,EthnicQuality,EthnicQuality
south indian,EthnicQuality,EthnicQuality
Spaniards,EthnicQuality,EthnicQuality
spanish,EthnicQuality,EthnicQuality
speakeasy,EthnicQuality,EthnicQuality
Sri Lankan,EthnicQuality,EthnicQuality
statelet,EthnicQuality,EthnicQuality
Sudanese,EthnicQuality,EthnicQuality
Sunbelt,EthnicQuality,EthnicQuality
superpower,EthnicQuality,EthnicQuality
superstate,EthnicQuality,EthnicQuality
Surinamese,EthnicQuality,EthnicQuality
Suwanee,EthnicQuality,EthnicQuality
Suwannee,EthnicQuality,EthnicQuality
Swazi,EthnicQuality,EthnicQuality
Swedes,EthnicQuality,EthnicQuality
Swiss,EthnicQuality,EthnicQuality
Syriacs,EthnicQuality,EthnicQuality
Syrian,EthnicQuality,EthnicQuality
Taiwanese,EthnicQuality,EthnicQuality
taj,EthnicQuality,EthnicQuality
Tajik,EthnicQuality,EthnicQuality
taluk,EthnicQuality,EthnicQuality
Tamils,EthnicQuality,EthnicQuality
Tanzanian,EthnicQuality,EthnicQuality
teocalli,EthnicQuality,EthnicQuality
thai,EthnicQuality,EthnicQuality
Thais,EthnicQuality,EthnicQuality
Thames,EthnicQuality,EthnicQuality
Third World,EthnicQuality,EthnicQuality
Tibetan,EthnicQuality,EthnicQuality
Tinseltown,EthnicQuality,EthnicQuality
Tobagonian,EthnicQuality,EthnicQuality
Togolese,EthnicQuality,EthnicQuality
Tongan,EthnicQuality,EthnicQuality
town centre,EthnicQuality,EthnicQuality
Trinidadian,EthnicQuality,EthnicQuality
trust territory,EthnicQuality,EthnicQuality
Tunisian,EthnicQuality,EthnicQuality
turkish,EthnicQuality,EthnicQuality
Turkish Cypriots,EthnicQuality,EthnicQuality
Turks,EthnicQuality,EthnicQuality
Tuvaluan,EthnicQuality,EthnicQuality
twin town,EthnicQuality,EthnicQuality
Ugandan,EthnicQuality,EthnicQuality
Ukrainian,EthnicQuality,EthnicQuality
United Kingdom,EthnicQuality,EthnicQuality
United States (of America),EthnicQuality,EthnicQuality
Uruguayan,EthnicQuality,EthnicQuality
Uzbeks,EthnicQuality,EthnicQuality
Vanuatuan,EthnicQuality,EthnicQuality
Venezuelan,EthnicQuality,EthnicQuality
Vietnamese,EthnicQuality,EthnicQuality
Vincentian,EthnicQuality,EthnicQuality
watering place,EthnicQuality,EthnicQuality
Watford,EthnicQuality,EthnicQuality
Welsh,EthnicQuality,EthnicQuality
West Coast,EthnicQuality,EthnicQuality
West Country,EthnicQuality,EthnicQuality
west indian,EthnicQuality,EthnicQuality
West Side,EthnicQuality,EthnicQuality
weybridge,EthnicQuality,EthnicQuality
Wheat Belt,EthnicQuality,EthnicQuality
Wild West,EthnicQuality,EthnicQuality
world power,EthnicQuality,EthnicQuality
Yemenis,EthnicQuality,EthnicQuality
Zambian,EthnicQuality,EthnicQuality
zilla,EthnicQuality,EthnicQuality
Zimbabwean,EthnicQuality,EthnicQuality
airbase,[GeoEntity-OR-Structure-OR-Area],
alehouse,[GeoEntity-OR-Structure-OR-Area],
amusement arcade,[GeoEntity-OR-Structure-OR-Area],
apiary,[GeoEntity-OR-Structure-OR-Area],
attendance centre,[GeoEntity-OR-Structure-OR-Area],
bakery,[GeoEntity-OR-Structure-OR-Area],
bakeshop,[GeoEntity-OR-Structure-OR-Area],
beauty salon,[GeoEntity-OR-Structure-OR-Area],
boarding kennel,[GeoEntity-OR-Structure-OR-Area],
bucket shop,[GeoEntity-OR-Structure-OR-Area],
bus station,[GeoEntity-OR-Structure-OR-Area],
car wash,[GeoEntity-OR-Structure-OR-Area],
cash desk,[GeoEntity-OR-Structure-OR-Area],
cattery,[GeoEntity-OR-Structure-OR-Area],
charnel house,[GeoEntity-OR-Structure-OR-Area],
community centre,[GeoEntity-OR-Structure-OR-Area],
crack house,[GeoEntity-OR-Structure-OR-Area],
creamery,[GeoEntity-OR-Structure-OR-Area],
day centre,[GeoEntity-OR-Structure-OR-Area],
day nursery,[GeoEntity-OR-Structure-OR-Area],
domicile,[GeoEntity-OR-Structure-OR-Area],
dosshouse,[GeoEntity-OR-Structure-OR-Area],
drive in,[GeoEntity-OR-Structure-OR-Area],
driving range,[GeoEntity-OR-Structure-OR-Area],
dwelling place,[GeoEntity-OR-Structure-OR-Area],
earth station,[GeoEntity-OR-Structure-OR-Area],
eatery,[GeoEntity-OR-Structure-OR-Area],
farmers' market,[GeoEntity-OR-Structure-OR-Area],
filling station,[GeoEntity-OR-Structure-OR-Area],
fish farm,[GeoEntity-OR-Structure-OR-Area],
fitness centre,[GeoEntity-OR-Structure-OR-Area],
flophouse,[GeoEntity-OR-Structure-OR-Area],
food bank,[GeoEntity-OR-Structure-OR-Area],
fortress,[GeoEntity-OR-Structure-OR-Area],
funeral parlour,[GeoEntity-OR-Structure-OR-Area],
garden centre,[GeoEntity-OR-Structure-OR-Area],
gas station,[GeoEntity-OR-Structure-OR-Area],
haunt,[GeoEntity-OR-Structure-OR-Area],
health farm,[GeoEntity-OR-Structure-OR-Area],
health spa,[GeoEntity-OR-Structure-OR-Area],
holiday camp,[GeoEntity-OR-Structure-OR-Area],
hometown,[GeoEntity-OR-Structure-OR-Area],
informal settlement,[GeoEntity-OR-Structure-OR-Area],
junkyard,[GeoEntity-OR-Structure-OR-Area],
lamasery,[GeoEntity-OR-Structure-OR-Area],
launderette,[GeoEntity-OR-Structure-OR-Area],
left luggage office,[GeoEntity-OR-Structure-OR-Area],
listening post,[GeoEntity-OR-Structure-OR-Area],
livery stable,[GeoEntity-OR-Structure-OR-Area],
marshalling yard,[GeoEntity-OR-Structure-OR-Area],
nail bar,[GeoEntity-OR-Structure-OR-Area],
nightspot,[GeoEntity-OR-Structure-OR-Area],
old people's home,[GeoEntity-OR-Structure-OR-Area],
oxygen bar,[GeoEntity-OR-Structure-OR-Area],
piggery,[GeoEntity-OR-Structure-OR-Area],
playgroup,[GeoEntity-OR-Structure-OR-Area],
playschool,[GeoEntity-OR-Structure-OR-Area],
remand centre,[GeoEntity-OR-Structure-OR-Area],
rest home,[GeoEntity-OR-Structure-OR-Area],
retirement home,[GeoEntity-OR-Structure-OR-Area],
salvage yard,[GeoEntity-OR-Structure-OR-Area],
sanatorium,[GeoEntity-OR-Structure-OR-Area],
sanitarium,[GeoEntity-OR-Structure-OR-Area],
scrapyard,[GeoEntity-OR-Structure-OR-Area],
sewage farm,[GeoEntity-OR-Structure-OR-Area],
sewage plant,[GeoEntity-OR-Structure-OR-Area],
shebeen,[GeoEntity-OR-Structure-OR-Area],
showplace,[GeoEntity-OR-Structure-OR-Area],
sorting office,[GeoEntity-OR-Structure-OR-Area],
soup kitchen,[GeoEntity-OR-Structure-OR-Area],
sperm bank,[GeoEntity-OR-Structure-OR-Area],
staging post,[GeoEntity-OR-Structure-OR-Area],
stockyard,[GeoEntity-OR-Structure-OR-Area],
summer camp,[GeoEntity-OR-Structure-OR-Area],
sweatshop,[GeoEntity-OR-Structure-OR-Area],
tannery,[GeoEntity-OR-Structure-OR-Area],
telephone exchange,[GeoEntity-OR-Structure-OR-Area],
timber yard,[GeoEntity-OR-Structure-OR-Area],
tourist trap,[GeoEntity-OR-Structure-OR-Area],
tracking station,[GeoEntity-OR-Structure-OR-Area],
trouble spot,[GeoEntity-OR-Structure-OR-Area],
venue,[GeoEntity-OR-Structure-OR-Area],
video arcade,[GeoEntity-OR-Structure-OR-Area],
way station,[GeoEntity-OR-Structure-OR-Area],
weather centre,[GeoEntity-OR-Structure-OR-Area],
weather station,[GeoEntity-OR-Structure-OR-Area],
wet dock,[GeoEntity-OR-Structure-OR-Area],
winery,[GeoEntity-OR-Structure-OR-Area],
World Heritage Site,[GeoEntity-OR-Structure-OR-Area],
acreage,[GeographicArea-OR-Related],
airstrip,[GeographicArea-OR-Related],
Alcatraz,[GeographicArea-OR-Related],
anticline,[GeographicArea-OR-Related],
anticyclone,[GeographicArea-OR-Related],
aquifer,[GeographicArea-OR-Related],
arÃªte,[GeographicArea-OR-Related],
archipelago,[GeographicArea-OR-Related],
arroyo,[GeographicArea-OR-Related],
Asia Minor,[GeographicArea-OR-Related],
assault course,[GeographicArea-OR-Related],
assisted area,[GeographicArea-OR-Related],
Atlantis,[GeographicArea-OR-Related],
atoll,[GeographicArea-OR-Related],
banana belt,[GeographicArea-OR-Related],
beach,[GeographicArea-OR-Related],
bowling green,[GeographicArea-OR-Related],
breakdown lane,[GeographicArea-OR-Related],
Britain,[GeographicArea-OR-Related],
British overseas territory,[GeographicArea-OR-Related],
building site,[GeographicArea-OR-Related],
bunny slope,[GeographicArea-OR-Related],
business park,[GeographicArea-OR-Related],
butte,[GeographicArea-OR-Related],
canyon,[GeographicArea-OR-Related],
Caribbean,[GeographicArea-OR-Related],
central reservation,[GeographicArea-OR-Related],
cesium,[GeographicArea-OR-Related],
Channel Islands,[GeographicArea-OR-Related],
